fecha_operacion,operacion,importe,operacion_limpia,tipo,año_mes,categoria,origen
2024-12-23,bizum de debora vega ravelo concepto todo saldado,78.0,bizum de debora vega ravelo concepto todo saldado,ingreso,2024-12,Ingreso,manual
2024-12-23,"en rest hermanos m, santa brigida, . :*179057",8.1,en rest hermanos m santa brigida,gasto,2024-12,Restauración,modelo
2024-12-23,"en kobe express, telde, . :*179057",12.9,en kobe express telde,gasto,2024-12,Supermercado,modelo
2024-12-23,"en momenti cc las, telde, . :*179057",1.5,en momenti cc las telde,gasto,2024-12,Restauración,modelo
2024-12-23,"en administracion, telde, . :*179057",20.0,en administracion telde,gasto,2024-12,Supermercado,modelo
2024-12-23,"en zara españa s.a, palmas de gra, . :*179057",43.05,en zara españa s a palmas de gra,gasto,2024-12,Compras no esenciales,manual
2024-12-23,"en cafe regina cc, las palmas de, . :*179057",11.9,en cafe regina cc las palmas de,gasto,2024-12,Restauración,modelo
2024-12-23,"compra internet en repsol waylet, madrid, . :*179057",48.77,compra internet en repsol waylet madrid,gasto,2024-12,Transporte,manual
2024-12-23,bizum a favor de manuel hilario reina rocha concepto: ramo a recoger 28 diciembre r y g,25.0,bizum a favor de manuel hilario reina rocha concepto ramo a recoger diciembre r y g,gasto,2024-12,Transferencia personal,manual
2024-12-20,"en las terrazas tp, telde, . :*179057",7.9,en las terrazas tp telde,gasto,2024-12,Supermercado,modelo
2024-12-19,"en el roque, telde, . :*179057",1.3,en el roque telde,gasto,2024-12,Supermercado,modelo
2024-12-19,"en muelle deportiv, palmas de gra, . :*179057",2.4,en muelle deportiv palmas de gra,gasto,2024-12,Restauración,modelo
2024-12-18,"compra kaspersky nexway, puteaux, eta 5489010358179057 , comision 0,00",39.99,compra kaspersky nexway puteaux eta comision,gasto,2024-12,Gastos extraordinarios,modelo
2024-12-17,"compra datacamp inc., datacamp.cny, eta 5489010358179057 , comision 4,76",163.58,compra datacamp inc datacamp cny eta comision,gasto,2024-12,Gastos extraordinarios,modelo
2024-12-17,"transferencia de trade republic bank gmbh, concepto tu retirada de la cuenta de compensacion de trad",200.0,transferencia de trade republic bank gmbh concepto tu retirada de la cuenta de compensacion de trad,ingreso,2024-12,Ingreso,manual
2024-12-17,"recibo vodafone factura: yj24-001938229/ nº recibo 0049 6140 755 bbgbprv ref. mandato 0111207734, de",76.1,recibo vodafone factura yj nº recibo bbgbprv ref mandato de,gasto,2024-12,Facturas,manual
2024-12-16,"en lidl can-gc-tel, llanos de la, . :*179057",21.7,en lidl can gc tel llanos de la,gasto,2024-12,Supermercado,manual
2024-12-16,"en hd melenara, telde, . :*179057",40.51,en hd melenara telde,gasto,2024-12,Supermercado,modelo
2024-12-16,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",4.99,compra apple com bill eta comision,gasto,2024-12,Ocio / Suscripciones,manual
2024-12-16,"compra internet en repsol waylet, madrid, . :*179057",26.47,compra internet en repsol waylet madrid,gasto,2024-12,Transporte,manual
2024-12-16,bizum de debora vega ravelo concepto todo saldado,73.0,bizum de debora vega ravelo concepto todo saldado,ingreso,2024-12,Ingreso,manual
2024-12-16,"en dulceria san ma, vega de san m, . :*179057",12.7,en dulceria san ma vega de san m,gasto,2024-12,Restauración,modelo
2024-12-16,reintegro contra cuenta en atm 004903590000 el 14/12/2024 a las 20:33. .pan: 5489010358179057.,40.0,reintegro contra cuenta en atm el a las pan,gasto,2024-12,Ingreso,manual
2024-12-16,"devolucion en netx tv pc gami, las palmas de, . :*179057",874.0,devolucion en netx tv pc gami las palmas de,ingreso,2024-12,Gastos extraordinarios,modelo
2024-12-16,"en sagulpa parquim, palmas de gra, . :*179057 −0,20€ −171,94€ 16 dic 2024 f. valor: 14 dic 2024 en netx tv pc gami, las palmas de, . :*179057 −874,00€ −171,74€ 16 dic 2024 f. valor: 14 dic 2024 en sagulpa parquim, palmas de gra, . :*179057",0.2,en sagulpa parquim palmas de gra − € − € dic f valor dic en netx tv pc gami las palmas de − € − € dic f valor dic en sagulpa parquim palmas de gra,gasto,2024-12,Restauración,modelo
2024-12-16,"en picoteo s. migu, telde, . :*179057",16.22,en picoteo s migu telde,gasto,2024-12,Restauración,manual
2024-12-16,"en pizza royers te, telde, . :*179057",18.4,en pizza royers te telde,gasto,2024-12,Restauración,manual
2024-12-13,"devolucion en stradivarius mi, las palmas de, . :*179057",45.99,devolucion en stradivarius mi las palmas de,ingreso,2024-12,Gastos extraordinarios,manual
2024-12-13,"en stradivarius mi, las palmas de, . :*179057",35.99,en stradivarius mi las palmas de,gasto,2024-12,Compras no esenciales,manual
2024-12-11,"en mercadona las t, hornos del re, . :*179057",8.6,en mercadona las t hornos del re,gasto,2024-12,Supermercado,manual
2024-12-11,recibo gym canarias sl - fp telde - las terraza nº recibo 0049 6140 755 bbgbmtk ref. mandato rumfic4,30.0,recibo gym canarias sl fp telde las terraza nº recibo bbgbmtk ref mandato rumfic,gasto,2024-12,Facturas,manual
2024-12-10,"en lidl can-gc-tel, telde, . :*179057",21.53,en lidl can gc tel telde,gasto,2024-12,Supermercado,manual
2024-12-10,"en media markt - t, jinamar, . :*179057",13.99,en media markt t jinamar,gasto,2024-12,Compras no esenciales,manual
2024-12-10,"devolucion en media markt - t, jinamar, . :*179057",16.99,devolucion en media markt t jinamar,ingreso,2024-12,Compras no esenciales,manual
2024-12-10,"en media markt - t, jinamar, . :*179057",16.99,en media markt t jinamar,gasto,2024-12,Compras no esenciales,manual
2024-12-09,"en mercadona las t, hornos del re, . :*179057",6.25,en mercadona las t hornos del re,gasto,2024-12,Supermercado,manual
2024-12-09,"en domyhome, telde, . :*179057",12.05,en domyhome telde,gasto,2024-12,Supermercado,modelo
2024-12-09,"en alcampo, telde, . :*179057",25.0,en alcampo telde,gasto,2024-12,Supermercado,manual
2024-12-09,"compra internet en loteria la cruz, madrid, . :*179057",20.0,compra internet en loteria la cruz madrid,gasto,2024-12,Transporte,modelo
2024-12-09,bizum a favor de maria pilar suarez suarez concepto: regalo debora,39.0,bizum a favor de maria pilar suarez suarez concepto regalo debora,gasto,2024-12,Transferencia personal,manual
2024-12-09,"en heladeria quint, las palmas de, . :*179057",3.5,en heladeria quint las palmas de,gasto,2024-12,Restauración,manual
2024-12-09,"en tagliatella los, palmas de gra, . :*179057",42.05,en tagliatella los palmas de gra,gasto,2024-12,Gastos extraordinarios,manual
2024-12-09,"en hd melenara, telde, . :*179057",52.67,en hd melenara telde,gasto,2024-12,Supermercado,modelo
2024-12-09,"en picoteo s. migu, telde, . :*179057",13.5,en picoteo s migu telde,gasto,2024-12,Restauración,manual
2024-12-05,"compra www.amazon.* 2d79s1hv5, luxembourg, eta 5489010358179057 , comision 0,00",55.58,compra www amazon dshv luxembourg eta comision,gasto,2024-12,Compras no esenciales,manual
2024-12-05,"en leroy merlin te, telde, . :*179057",22.99,en leroy merlin te telde,gasto,2024-12,Compras no esenciales,manual
2024-12-04,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",8.99,compra apple com bill eta comision,gasto,2024-12,Ocio / Suscripciones,manual
2024-12-03,"en 328 - belros la, telde, . :*179057",3.2,en belros la telde,gasto,2024-12,Supermercado,modelo
2024-12-03,"recibo sanitas s a de seguros nº recibo 0049 6140 755 bbfzxqd ref. mandato 800014242109, de",73.06,recibo sanitas s a de seguros nº recibo bbfzxqd ref mandato de,gasto,2024-12,Facturas,manual
2024-12-02,"en lidl can-gc-tel, telde, . :*179057",42.19,en lidl can gc tel telde,gasto,2024-12,Supermercado,manual
2024-12-02,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",4.99,compra apple com bill eta comision,gasto,2024-12,Ocio / Suscripciones,manual
2024-12-02,"devolucion compra en aliexpress, luxembourg, eta 5489010358179057 , comision 0,00",57.87,devolucion compra en aliexpress luxembourg eta comision,ingreso,2024-12,Gastos extraordinarios,manual
2024-12-02,bizum a favor de ruth santana gonzalez concepto: corte,10.0,bizum a favor de ruth santana gonzalez concepto corte,gasto,2024-12,Transferencia personal,manual
2024-12-02,bizum a favor de alba margarita canal marrero concepto: comida empresa,16.0,bizum a favor de alba margarita canal marrero concepto comida empresa,gasto,2024-12,Transferencia personal,manual
2024-12-02,bizum a favor de fernando lafuente gonzalez concepto: pirsa,8.9,bizum a favor de fernando lafuente gonzalez concepto pirsa,gasto,2024-12,Transferencia personal,manual
2024-12-02,"compra internet en repsol waylet, madrid, . :*179057",34.06,compra internet en repsol waylet madrid,gasto,2024-12,Transporte,manual
2024-12-02,"en muelle deportiv, palmas de gra, . :*179057",1.35,en muelle deportiv palmas de gra,gasto,2024-12,Restauración,modelo
2024-12-02,"en el corte ingles, las palmas, . :*179057",8.8,en el corte ingles las palmas,gasto,2024-12,Restauración,modelo
2024-12-02,"en picoteo s. migu, telde, . :*179057",13.7,en picoteo s migu telde,gasto,2024-12,Restauración,manual
2024-11-29,bizum a favor de debora vega ravelo concepto: compra,20.0,bizum a favor de debora vega ravelo concepto compra,gasto,2024-11,Transferencia personal,manual
2024-11-29,transferencia a favor de óscar gómez bastidas concepto: .,200.0,transferencia a favor de óscar gómez bastidas concepto,gasto,2024-11,Gastos extraordinarios,manual
2024-11-29,"transferencia de dius madrid + delegaciones, concepto recibo de nomina.",1512.91,transferencia de dius madrid + delegaciones concepto recibo de nomina,ingreso,2024-11,Ingreso,manual
2024-11-28,"en mercadona las t, hornos del re, . :*179057",15.25,en mercadona las t hornos del re,gasto,2024-11,Supermercado,manual
2024-11-28,bizum a favor de samuel trujillo santana concepto: billeton,80.89,bizum a favor de samuel trujillo santana concepto billeton,gasto,2024-11,Transferencia personal,manual
2024-11-26,"compra spotify p31bdf5ca9, stockholm, eta 5489010358179057 , comision 0,00",14.99,compra spotify pbdfca stockholm eta comision,gasto,2024-11,Ocio / Suscripciones,manual
2024-11-25,"compra amzn mktp es*te9bi60p4, 800-279-6620, eta 5489010358179057 , comision 0,00",9.99,compra amzn mktp es tebip eta comision,gasto,2024-11,Compras no esenciales,modelo
2024-11-25,"compra llaollao es las palmas, las palmas, eta 5489010358179057 , comision 0,00",4.4,compra llaollao es las palmas las palmas eta comision,gasto,2024-11,Restauración,manual
2024-11-25,bizum de debora vega ravelo concepto todo saldado,70.0,bizum de debora vega ravelo concepto todo saldado,ingreso,2024-11,Ingreso,manual
2024-11-25,"en quinta cumbre l, las palmas de, . :*179057",12.4,en quinta cumbre l las palmas de,gasto,2024-11,Restauración,manual
2024-11-25,"en las terrazas tp, telde, . :*179057",11.8,en las terrazas tp telde,gasto,2024-11,Supermercado,modelo
2024-11-25,"en ocine premium 7, las palmas de, . :*179057",13.0,en ocine premium las palmas de,gasto,2024-11,Ocio / Suscripciones,manual
2024-11-25,bizum a favor de samuel trujillo santana concepto: cine x2,23.2,bizum a favor de samuel trujillo santana concepto cine x,gasto,2024-11,Transferencia personal,manual
2024-11-25,"en lidl can-gc-tel, telde, . :*179057",42.15,en lidl can gc tel telde,gasto,2024-11,Supermercado,manual
2024-11-21,"en fund grube el m, jinamar, . :*179057",44.95,en fund grube el m jinamar,gasto,2024-11,Compras no esenciales,modelo
2024-11-21,"en stradivarius mi, las palmas de, . :*179057",45.99,en stradivarius mi las palmas de,gasto,2024-11,Compras no esenciales,manual
2024-11-21,"en decimas, telde, . :*179057",29.99,en decimas telde,gasto,2024-11,Supermercado,modelo
2024-11-21,"en kiwoko telde la, cruz de la ga, . :*179057",71.08,en kiwoko telde la cruz de la ga,gasto,2024-11,Gastos extraordinarios,manual
2024-11-21,"en druni,s.a, palmas de gra, . :*179057",55.2,en druni s a palmas de gra,gasto,2024-11,Compras no esenciales,manual
2024-11-21,"compra ubr* pending.uber.com, amsterdam, eta 5489010358179057 , comision 0,00",4.99,compra ubr pending uber com amsterdam eta comision,gasto,2024-11,Restauración,modelo
2024-11-21,"compra aliexpress, luxembourg, eta 5489010358179057 , comision 0,00",70.41,compra aliexpress luxembourg eta comision,gasto,2024-11,Gastos extraordinarios,manual
2024-11-21,"transferencia de evelymar bastidas rosario, concepto mobile",15.0,transferencia de evelymar bastidas rosario concepto mobile,ingreso,2024-11,Ingreso,manual
2024-11-21,"transferencia de evelymar bastidas rosario, concepto seguro medico noviembre",75.0,transferencia de evelymar bastidas rosario concepto seguro medico noviembre,ingreso,2024-11,Ingreso,manual
2024-11-18,"en lidl can-gc-tel, llanos de la, . :*179057",38.78,en lidl can gc tel llanos de la,gasto,2024-11,Supermercado,manual
2024-11-18,"en hd melenara, telde, . :*179057",34.75,en hd melenara telde,gasto,2024-11,Supermercado,modelo
2024-11-18,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",4.99,compra apple com bill eta comision,gasto,2024-11,Ocio / Suscripciones,manual
2024-11-18,bizum a favor de ruth santana gonzalez concepto: plancha pelo,90.5,bizum a favor de ruth santana gonzalez concepto plancha pelo,gasto,2024-11,Transferencia personal,manual
2024-11-18,"recibo vodafone factura: yj24-001769982/ nº recibo 0049 6140 755 bbfzsyh ref. mandato 0111207734, de",74.17,recibo vodafone factura yj nº recibo bbfzsyh ref mandato de,gasto,2024-11,Facturas,manual
2024-11-18,"en b king cc las t, telde, . :*179057",24.33,en b king cc las t telde,gasto,2024-11,Restauración,modelo
2024-11-18,bizum a favor de debora vega ravelo concepto: agua,36.6,bizum a favor de debora vega ravelo concepto agua,gasto,2024-11,Transferencia personal,manual
2024-11-18,"en churreria kevin, el caracol te, . :*179057",3.0,en churreria kevin el caracol te,gasto,2024-11,Restauración,modelo
2024-11-18,"en sagulpa / elder, las palmas, . :*179057",1.25,en sagulpa elder las palmas,gasto,2024-11,Transporte,modelo
2024-11-18,"en lidl can-gc-tel, telde, . :*179057",31.7,en lidl can gc tel telde,gasto,2024-11,Supermercado,manual
2024-11-18,"en sagulpa / elder, las palmas, . :*179057",2.45,en sagulpa elder las palmas,gasto,2024-11,Transporte,modelo
2024-11-18,"en lacan farray, las palmas de, . :*179057",16.8,en lacan farray las palmas de,gasto,2024-11,Restauración,modelo
2024-11-15,"en decathlon telde, telde, . :*179057",9.98,en decathlon telde telde,gasto,2024-11,Compras no esenciales,manual
2024-11-14,"compra internet en repsol waylet, madrid, . :*179057",32.56,compra internet en repsol waylet madrid,gasto,2024-11,Transporte,manual
2024-11-13,recibo gym canarias sl - fp telde - las terraza nº recibo 0049 6140 755 bbfzrvp ref. mandato rumfic4,30.0,recibo gym canarias sl fp telde las terraza nº recibo bbfzrvp ref mandato rumfic,gasto,2024-11,Facturas,manual
2024-11-11,"en picoteo s. migu, telde, . :*179057",7.9,en picoteo s migu telde,gasto,2024-11,Restauración,manual
2024-11-11,"en lidl can-gc-tel, llanos de la, . :*179057",20.37,en lidl can gc tel llanos de la,gasto,2024-11,Supermercado,manual
2024-11-11,"en aldi telde mele, telde, . :*179057",14.45,en aldi telde mele telde,gasto,2024-11,Supermercado,manual
2024-11-11,"en hd melenara, telde, . :*179057",73.81,en hd melenara telde,gasto,2024-11,Supermercado,modelo
2024-11-11,"en mercadona las t, hornos del re, . :*179057",9.4,en mercadona las t hornos del re,gasto,2024-11,Supermercado,manual
2024-11-07,"en mercadona las t, hornos del re, . :*179057",2.23,en mercadona las t hornos del re,gasto,2024-11,Supermercado,manual
2024-11-06,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",14.99,compra apple com bill eta comision,gasto,2024-11,Ocio / Suscripciones,manual
2024-11-06,"en laiba doner keb, telde, . :*179057",15.1,en laiba doner keb telde,gasto,2024-11,Supermercado,modelo
2024-11-06,"en spar pablo neru, telde, . :*179057",4.59,en spar pablo neru telde,gasto,2024-11,Compras no esenciales,modelo
2024-11-06,"en norauto 00351 t, hornos del re, . :*179057",19.0,en norauto t hornos del re,gasto,2024-11,Supermercado,modelo
2024-11-04,"compra apple.com/bill, 900812703, eta 5489010358179057 , comision 0,00",8.99,compra apple com bill eta comision,gasto,2024-11,Ocio / Suscripciones,manual
2024-11-04,"recibo sanitas s a de seguros nº recibo 0049 6140 755 bbfzbxy ref. mandato 800014242109, de",73.06,recibo sanitas s a de seguros nº recibo bbfzbxy ref mandato de,gasto,2024-11,Facturas,manual
2024-11-04,"en picoteo s. migu, telde, . :*179057",15.7,en picoteo s migu telde,gasto,2024-11,Restauración,manual
